ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0440225701,The Street Lawyer,"He gave up the money. He gave up the power. Now all he has left is the law. Michael Brock is billing the hours, making the money, rushing relentlessly to the top of Drake & Sweeney, a giant D.C. law firm. One step away from partnership, Michael has it all. Then, in an instant, it all comes undone. A homeless man takes nine lawyers hostage in the firm's plush offices. When it is all over, the man's blood is splattered on Michael's face--and suddenly Michael is willing to do the unthinkable. Rediscovering a conscience he lost long ago, Michael is leaving the big time for the streets where his attacker once lived--and where society's powerless need an advocate for justice. But there's one break Michael can't make: from a secret that has floated up from the depths of Drake & Sweeney, from a confidential file that is now in Michael's hands, and from a conspiracy that has already taken lives. Now Michael's former partners are about to become his bitter enemies. Because to them, Michael Brock is the most dangerous man on the streets....",John Grisham,1999,Dell Publishing Company,472.0,Fiction
0385498233,What She Saw...,"A fresh (in more than one sense) and honest new voice in fiction is extravagantly displayed in this first novel that candidly dissects modern romance. Plagued with weird parents, an underdeveloped body, and a mind on the verge of self-deconstruction, Phoebe Fine feels ill-equipped for a journey through the hardening chambers of the late twentieth-century heart. But from fifth grade and Roger Mancuso, equal parts baby Brando and court jester, through her early adult life with New Media executive Neil Schmertz, a babytalker who prefers spooning to sex, Phoebe trudges defiantly through guyland, armed with a tart tongue, and propelled by an insatiable desire to be loved.",Lucinda Rosenfeld,2001-09-04,Anchor,301.0,Fiction
0380813815,Lamb,"The birth of Jesus has been well chronicled, as have his glorious teachings, acts, and divine sacrifice after his thirtieth birthday. But no one knows about the early life of the Son of God, the missing years -- except Biff, the Messiah's best bud, who has been resurrected to tell the story in the divinely hilarious yet heartfelt work ""reminiscent of Vonnegut and Douglas Adams"" (Philadelphia Inquirer). Verily, the story Biff has to tell is a miraculous one, filled with remarkable journeys, magic, healings, kung fu, corpse reanimations, demons, and hot babes. Even the considerable wiles and devotion of the Savior's pal may not be enough to divert Joshua from his tragic destiny. But there's no one who loves Josh more -- except maybe ""Maggie,"" Mary of Magdala -- and Biff isn't about to let his extraordinary pal suffer and ascend without a fight.",Christopher Moore,2003-02-04,William Morrow Paperbacks,464.0,Fiction
0765301571,Dune: The Butlerian Jihad,Science fiction roman.,"Brian Herbert, Kevin J. Anderson",2002-10-03,Macmillan,638.0,Fiction
0312278586,The Nanny Diaries,"Based on real-life experiences, this novel is the inside story on the lives of the rich and privileged from the women who know all their secrets--the nannies. Excerpt to ""Talk"" magazine.","Emma Mclaughlin, Nicola Kraus",2002-03-13,Macmillan,336.0,Fiction
0688171478,Friendship Cake,"Here in the country, women grew up learning to cook before they were tall enough to reach the stove. It was the mother's and the grandmother's responsibility to make sure all the girls in the family could make a meal out of one strip of meat and a cup of beans. So we learned to cook. And we learned to be creative. We learned how to stretch dough across two weeks at three squares a day. We learned how to make soup from bones and old potatoes. And we learned to knead our sorrows and our dreams into loaves of bread and our worthiness into cherry pies and fatty pork chops."" --from Friendship Cake Good humor, tender moments, and life lessons abound in this heartwarming portrait of small-town Southern life that is anything but simple and quiet. Five churchgoing women from Hope Springs, North Carolina, animate this humorous, poignant tale of coming to terms with one's weaknesses, honoring the fragility of life, loving passionately, laughing through tears, and thinking with the heart. The cast of colorful characters includes: freshman pastor Charlotte Stewart, who experiences a crisis of faith; no-nonsense Margaret Peele, a widow and town confidante; sharp-tongued Louise Fisher, who has loved another woman, Roxie, for over forty years and finally gets to show it by caring for her in the last stages of Alzheimer's; Jessie Jenkins, the only African American in an all-white church; and busybody Beatrice Newgarden, who turns out to be the most solid friend to them all. As these five very different women come together to create a church cookbook, they quickly become a source of solace, support, and strength for each other. Each struggling to make sense of her life--her past"" her relationships, her faith--the women share much more than recipes; they share their passions, loves, heartbreaks, and hopes. Celebrating together and mourning together, they develop a deeper understanding of and compassion for each other and a genuine appreciation for the softness of heart and toughness of spirit that joins them as women. Just as surely as delectable Southern foods such as sweet potato casserole, prune cake, pecan pie, banana pudding, and corn relish sustain the body, it becomes evident that friendship nourishes the soul. The women end up with renewed faith, rekindled spirits, and the ingredients for true and lasting friendship. Here are timeless truths--about the complexities of faith, the virtues of friendship, the resilience of the human spirit, and good living in the face of a changing world. A homespun tale sprinkled with grace and peppered with humor, Friendship Cake serves up comfort food for the soul.",Lynne Hinton,2000-04-26,HarperOne,224.0,Fiction
0373707363,The Miracle Baby,"The Miracle Baby by Janice Kay Johnson released on Feb 22, 1997 is available now for purchase.","Janet Dailey, Janice Kay Johnson",1997,Harlequin Books,302.0,Fiction
0446604844,Total Control,"When her husband mysteriously disappears in a plane crash into the Virginia countryside, a devastated wife must sort out truth from lies in this page-turning New York Times bestseller. Sidney Archer has it all: a husband she loves, a job at which she excels, and a cherished young daughter. Then, as a plane plummets into the Virginia countryside, everything changes. And suddenly there is no one whom Sidney Archer can trust. Jason Archer is a rising young executive at Triton Global, the world's leading technology conglomerate. Determined to give his family the best of everything, Archer has secretly entered into a deadly game. He is about to disappear--leaving behind a wife who must sort out his lies from his truths, an accident team that wants to know why the plane he was ticketed on crashed, and a veteran FBI agent who wants to know it all",David Baldacci,1997,Vision,724.0,Fiction
0316899984,"River, Cross My Heart","Five-year-old Clara Bynum is dead, drowned in the Potomac River in the shadow of a seemingly haunted rock outcropping known locally as the Three Sisters. River, Cross My Heart, which marks the debut of a wonderfully gifted new storyteller, weighs the effect of Clara's absence on the people she has left behind: her parents, Alice and Willie Bynum, torn between the old world of their rural North Carolina home and the new world of the city, to which they have moved in search of a better life for themselves and their children; the friends and relatives of the Bynum family in the Georgetown neighborhood they now call home; and, most especially, Clara's sister, ten-year-old Johnnie Mae, who must come to terms with the powerful and confused emotions stirred by her sister's death as she struggles to decide what kind of woman she will become. This highly accomplished first novel resonates with ideas, impassioned lyricism, and poignant historical detail as it captures an essential part of the African-American experience in our century.",Breena Clarke,1999-10-01,Back Bay Books,256.0,Fiction
0553210246,The Mayor of Casterbridge,"From its spectacular opening–the astonishing scene in which drunken Michael Henchard sells his wife and daughter to a passing sailor at a county fair–to the breathtaking series of discoveries at its conclusion, The Mayor of Casterbridge claims a unique place among Thomas Hardy’s finest and most powerful novels. Rooted in an actual case of wife-selling in early nineteenth-century England, the story build into an awesome Sophoclean drama of guilt and revenge, in which the strong, willful Henchard rises to a position of wealth and power–only to suffer a most bitter downfall. Proud, obsessed, ultimately committed to his own destruction, Henchard is, as Albert Guerard has said, “Hardy’s Lord Jim…his only tragic hero and one of the greatest tragic heroes in all fiction.",Thomas Hardy,1981-03-01,Bantam Classics,353.0,Fiction
0425173615,Murder on St. Mark's Place,"In turn-of-the century New York City, midwife Sarah Brandt and Detective Sergeant Frank Malloy see birth and death—and even murder... When a routine delivery takes a dark turn, Sarah Brandt stumbles upon a shocking crime scene. Determined to unravel the mystery, she teams up with Detective Frank Malloy, delving into the city's gritty underbelly. As the investigation deepens, Sarah and Frank must confront dangerous criminals, navigate a world of corruption, and uncover shocking truths. From the glittering balls of high society to the shadowy corners of vice, danger lurks at every corner.",Victoria Thompson,2000-03-01,Penguin,292.0,Fiction
3888983384,Nummer sechs : Roman,,Véronique Olmi,2003,,98.0,
0345313860,The Vampire Lestat,"#1 New York Times Bestselling author - Surrender to fiction's greatest creature of the night - Book II of the Vampire Chronicles The vampire hero of Anne Rice’s enthralling novel is a creature of the darkest and richest imagination. Once an aristocrat in the heady days of pre-revolutionary France, now a rock star in the demonic, shimmering 1980s, he rushes through the centuries in search of others like him, seeking answers to the mystery of his eternal, terrifying exsitence. His is a mesmerizing story—passionate, complex, and thrilling. Praise for The Vampire Lestat “Frightening, sensual . . . Anne Rice will live on through the ages of literature. . . . To read her is to become giddy as if spinning through the mind of time, to become lightheaded as if our blood is slowly being drained away.”—San Francisco Chronicle “Fiercely ambitious, nothing less than a complete unnatural history of vampires.”—The Village Voice “Brilliant . . . its undead characters are utterly alive.”—The New York Times Book Review “Luxuriantly created and richly told.”—The Cleveland Plain Dealer",Anne Rice,1986-09-12,Ballantine Books,562.0,Fiction
0425162443,Rapture of Canaan,"At the Church of Fire and Brimstone and Gods Almighty Baptizing Wind, Grandpa Herman makes the rules for everyone, and everyone obeys, or else. Try as she might, Ninah hasn't succeeded in resisting temptation her prayer partner, James and finds herself pregnant. She fears the wrath of Grandpa Herman, the congregation and of God Himself. But the events that follow show Ninah that Gods ways are more mysterious than even Grandpa Herman understands.",Sheri Reynolds,1997-04-08,Penguin,340.0,Fiction
0679724362,The Road from Coorain,"In a memoir that pierces and delights us, Jill Ker Conway tells the story of her astonishing journey into adulthood—a journey that would ultimately span immense distances and encompass worlds, ideas, and ways of life that seem a century apart. She was seven before she ever saw another girl child. At eight, still too small to mount her horse unaided, she was galloping miles, alone, across Coorain, her parents' thirty thousand windswept, drought-haunted acres in the Australian outback, doing a ""man's job"" of helping herd the sheep because World War II had taken away the able-bodied men. She loved (and makes us see and feel) the vast unpeopled landscape, beautiful and hostile, whose uncertain weathers tormented the sheep ranchers with conflicting promises of riches and inescapable disaster. She adored (and makes us know) her large-visioned father and her strong, radiant mother, who had gone willingly with him into a pioneering life of loneliness and bone-breaking toil, who seemed miraculously to succeed in creating a warmly sheltering home in the harsh outback, and who, upon her husband's sudden death when Jill was ten, began to slide—bereft of the partnership of work and love that had so utterly fulfilled her—into depression and dependency. We see Jill, staggered by the loss of her father, catapulted to what seemed another planet—the suburban Sydney of the 1950s and its crowded, noisy, cliquish school life. Then the heady excitement of the University, but with it a yet more demanding course of lessons—Jill embracing new ideas, new possibilities, while at the same time trying to be mother to her mother and resenting it, escaping into drink, pulling herself back, striking a balance. We see her slowly gaining strength, coming into her own emotionally and intellectually and beginning the joyous love affair that gave wings to her newfound self. Worlds away from Coorain, in America, Jill Conway became a historian and the first woman president of Smith College. Her story of Coorain and the road from Coorain startles by its passion and evocative power, by its understanding of the ways in which a total, deep-rooted commitment to place—or to a dream—can at once liberate and imprison. It is a story of childhood as both Eden and anguish, and of growing up as a journey toward the difficult life of the free.",Jill Ker Conway,1990-08-11,Vintage,258.0,Biography & Autobiography
0060976845,Little Altars Everywhere,"Don't miss Little Altars Everywhere, the New York Times bestselling companion novel that introduces the Ya-Yas and is also a basis for the film.",Rebecca Wells,1996,Harper Paperbacks,244.0,Fiction
0312966970,Four to Score,"While working for her bail bondsman cousin, Trenton, New Jersey, bounty hunter Stephanie Plum finds herself hot on the trail of a revenge-seeking waitress who seems to be leaving a wide swath of murder and mayhem wherever she goes.",Janet Evanovich,1999-06-15,"Farrar, Straus, and Giroux",356.0,Fiction
0099410184,Getting Over it,"Helen Bradshaw is a 26-year-old with a lot to get over. Being a dogs body on a woman's magazine. Being five foot one. The embarrassment of driving a Toyota. But her biggest problem is her addiction to the kind of man a shrink would call 'emotionally distant' and normal people would call 'a wanker'. She lives with Luke, her friend, who's devoted to her but far too nice, and Marcus, her enourmously vain flatmate and landlord, whom she secretly lusts after. And Fatboy, her very spoiled cat. Then Helen's life is turned on its head. Her father has a heart attack and dies. Her mother goes to pieces and she's forced to spend far more time than she wants with her old bag of a grandmother. Her boyfriend confesses his infidelity, she sleeps with Marcus, and gets to know Fatboy's vet, the lovely Tom. But before the path of love can run smooth, Helen has to learn what really matters in life.",Anna Maxted,2000,Random House,420.0,Fiction
0812553993,Lion of Ireland,"A fictional account of Brian Boru, ""the greatest king Ireland has ever known.""--Page 4 of cover",Morgan Llywelyn,1996-03-15,Macmillan,580.0,Fiction
0451207394,Coma,"When more than a dozen minor-surgery patients die inexplicably on the operating table, a medical student determines to find the reason.",Robin Cook,1977,Signet,0.0,Boston (Mass.)
0679450742,The All-true Travels and Adventures of Lidie Newton,,Jane Smiley,1998,Knopf Canada,472.0,Fiction
0446516538,Slow Waltz in Cedar Bend,"The author of the phenomenal New York Times bestseller The Bridges of Madison County once again brings characters and situations with his special blend of lyricism and magic. This is a bittersweet story about two good people who discover that true love, when it comes, is rarely fair, or right--or without pain.",Robert James Waller,1993-11-04,Grand Central Publishing,220.0,Fiction
0345362861,Dragonsdawn,"NEW YORK TIMES BESTSELLER • Go back in time and visit Pern like it’s never been seen before in this thrilling prequel about the creation of dragons. The beautiful planet Pern seemed a paradise to its new colonists—until unimaginable terror turned it into hell. Suddenly deadly spores were falling like silver threads from the sky, devouring everything—and everyone—on their path. It began to look as if the colony, cut off from Earth and lacking the resources to combat the menace, was doomed. Then some of the colonists noticed that the small, dragonlike lizards that inhabited their new world were joining the fight against Thread, breathing fire on it and teleporting to safety. If only, they thought, the dragonets were big enough for a human to ride and intelligent enough to work as a team with a rider… And so they set their most talented geneticist to work to create the creatures Pern so desperately needed—Dragons!",Anne McCaffrey,1989-08-13,Del Rey,385.0,Fiction
051513628X,Key of Light,"#1 New York Times bestselling author Nora Roberts opens the door to one woman’s search for truth and passion in the first Key Trilogy novel. Malory Price’s life plan has hit a snag. She’s in danger of losing her job managing an art gallery in Pleasant Valley, Pennsylvania. A welcome distraction comes in the form of an invitation to a cocktail party at Warrior’s Peak, an infamous estate overlooking the town. But no one else she knows has been invited… There are only two other guests: Dana Steele, a librarian, and Zoe McCourt, a single mother. On the surface, it seems the women have nothing in common, until their mysterious hosts tell them a story—and offer them a challenge. Legend has it that the souls of three demigoddesses—one an artist, one a bard, and one a warrior—have been locked in a box that has three keys. Now it’s up to Malory and the others to find the keys. Their reward: a million dollars each. It all seems too bizarre to be true. But none of them can ignore the financial windfall they stand to gain. And now Malory—with her soul of an artist and eye for beauty—must find her key first. She soon discovers that whatever locked the souls away is dark, powerful, and greedy…and it doesn’t want the women to win. Don’t miss the other books in the Key Trilogy Key of Knowledge Key of Valor",Nora Roberts,2003-10-28,Penguin,358.0,Fiction
0312980140,Seven Up,"Experience the bestselling phenomenon that is sweeping the nation! #1 New York Times #1 Wall Street Journal #1 Entertainment Weekly #1 Publishers Weekly #1 Booksense #1 Los Angeles Times BLOWN UP All New Jersey bounty hunter Stephanie Plum has to do is bring in semi-retired bail jumper Eddie DeChooch. For an old man he's still got a knack for slipping out of sight--and raising hell. How else can Stephanie explain the bullet-riddled corpse in Eddie's garden? Who else would have a clue as to why two of Stephanie's friends suddenly vanished? For answers Stephanie has the devil to pay: her mentor, Ranger. The deal? He'll give Stephanie all the help she needs--if she gives him everything he wants . . . MESSED UP As if things weren't complicated enough, Stephanie's just discovered her Grandma Mazur's own unmentionable alliance with Eddie. Add a series of unnerving break-ins, not to mention the bombshell revelation leveled by Stephanie's estranged sister, and Stephanie's ready for some good news. Unfortunately, a marriage proposal from Joe Morelli, the love of her life, isn't quite cutting it. And now--murder, a randy paramour, a wily mobster, death threats, extortion, and a triplie kidnapping aside--Stephanie's really got the urge to run for her life . . . SEVEN UP",Janet Evanovich,2002-06-17,"Farrar, Straus, and Giroux",372.0,Fiction
0380002930,Watership Down,"One of the most beloved novels of our time, Richard Adams's Watership Down takes us to a world we have never truly seen: to the remarkable life that teems in the fields, forests and riverbanks far beyond our cities and towns. It is a powerful saga of courage, leadership and survival; an epic tale of a hardy band of adventurers forced to flee the destruction of their fragile community...and their trials and triumphs in the face of extraordinary adversity as they pursue a glorious dream called ""home."" Watership Down is a remarkable tale of exile and survival, of heroism and leadership...the epic novel of a group of adventurers who desert their doomed city, and venture forth against all odds on a quest for a new home, a sturdier future,",Richard Adams,1976-01-01,Avon,496.0,Fiction
1551666596,No Sanctuary,"No Sanctuary by Helen R. Myers released on Apr 24, 2003 is available now for purchase.",Helen R. Myers,2003,MIRA,392.0,Fiction
0446364754,Children of the Night,Does a Romanian infant's blood hold the key to a cure for AIDS? The Hugo Award-winning author of Summer of Night brings an evil legacy to life in the ultimate vampire novel.,Dan Simmons,1993,Grand Central Publishing,468.0,Fiction
0020518706,The SUN ALSO RISES (REISSUE),"Published in 1926 to explosive acclaim, The Sun Also Rises stands as perhaps the most impressive first novel ever written by an American writer. A roman à clef about a group of American and English expatriates on an excursion from Paris's Left Bank to Pamplona for the July fiesta and its climactic bull fight, a journey from the center of a civilization spiritually bankrupted by the First World War to a vital, God-haunted world in which faith and honor have yet to lose their currency, the novel captured for the generation that would come to be called ""Lost"" the spirit of its age, and marked Ernest Hemingway as the preeminent writer of his time.",Ernest Hemingway,1986,Simon & Schuster Books For Young Readers,260.0,Fiction
